Distance (Meters),Speed (m/s)
3557.722337,33.3888893
3561.061429,33.8055573
3564.441676,34.2500038
3567.866885,34.6388893
3571.330457,34.9722214
3574.827892,35.3333359
3578.361442,35.6666679
3581.927782,35.9722252
3585.525224,36.2777786
3589.15267,36.5555573
3592.808449,36.8055573
3596.489229,37.0555573
3600.194446,37.2777786
3603.922451,37.3888893
3607.660998,37.5
3611.411226,37.4444466
3615.1559,37.3055573
3618.886114,37.0833321
3622.594673,36.8055573
3626.274892,36.3333321
3629.908447,35.9722252
3633.505889,35.5555573
3637.061119,35.1388893
3640.575223,34.75
3644.049905,34.3888893
3647.489003,34
3650.889211,33.6388893
3654.252792,33.3055573
3657.583551,32.9722252
3660.880471,32.6666641
3664.147337,32.4166679
3667.389202,32.1944427
3670.608351,32
3673.808547,31.8333321
3676.991589,31.7777786
3680.16956,31.8055553
3683.35031,31.8333321
3686.533352,31.9722233
3689.730769,32.0833321
3692.938809,32.3611107
3696.175117,32.5
3699.425316,32.6388893
3702.688906,32.7777786
3705.966884,32.8611145
3709.252695,32.8333359
3712.536229,32.8888893
3715.825318,32.9444466
3719.119461,33
3722.419663,33.1111145
3725.730471,33.3055573
3729.06123,33.4166679
3732.403101,33.5277786
3735.755572,33.6388893
3739.119666,33.6944466
3742.488802,33.75
3745.864008,33.8333321
3749.247548,33.8611107
3752.633349,33.9166679
3756.025223,34.0277786
3759.427689,34.1666679
3762.844564,34.4166679
3766.286441,34.7222214
3769.758346,35.0833359
3773.266893,35.4166679
3776.808236,35.8055611
3780.38901,36.1666641
3784.005897,36.5277786
3787.658341,36.8611107
3791.344677,37.1111145
3795.055449,37.3055573
3798.786232,37.4722252
3802.533683,37.5833359
3806.291673,37.7222214
3810.064125,37.8611107
3813.84989,37.9444466
3817.644566,38.0277824
3821.447576,38.25
3825.272226,38.5000038
3829.122462,38.8055573
3833.002662,39.2222214
3836.925124,39.5555611
3840.880921,39.8888931
3844.869445,40.2222252
3848.891913,40.5277824
3852.944321,40.7777786
3857.022347,41.0277786
3861.125376,41.2777786
3865.252776,41.5277786
3869.405807,41.7777824
3873.583203,41.9722214
3877.780681,42.1944466
3882.000383,42.4444466
3886.24444,42.6666679
3890.511367,42.9166679
3894.802641,43.1944427
3899.122349,43.3888893
3903.461503,43.6111145
3907.822215,43.7777824
3912.20026,43.9166679
3916.591525,43.9722252
3920.989016,44.1111145
3925.400397,44.25
3929.824992,44.3888893
3934.264152,44.5833359
3938.722077,44.8888893
3943.21124,45.1388893
3947.725404,45.3888893
3952.263878,45.6111107
3956.825267,45.8055573
3961.405404,45.9444466
3966.000129,46.1111107
3970.611521,46.2777786
3975.238875,46.4166679
3979.880825,46.5555573
3984.535955,46.6944466
3989.205685,46.8055573
3993.886526,46.9444466
3998.580541,47.0833321
4003.289162,47.1111145
4007.999842,47.0833321
4012.708462,47
4017.408749,46.8611107
4022.094431,46.6944466
4026.764161,46.4166679
4031.405403,46.0000038
4036.005684,45.5833359
4040.564296,45.1666718
4045.080549,44.6944466
4049.550267,44.1666641
4053.966529,43.6388931
4058.330685,43.0277786
4062.633725,42.4444466
4066.877781,41.8055534
4071.058592,41
4075.158216,40.0555534
4079.164016,39.1666679
4083.080922,38.1944427
4086.900017,37.2222214
4090.622466,36.3888893
4094.261022,35.4722252
4097.808461,34.6666679
4101.275339,34
4104.675028,33.3611107
4108.011343,32.5833359
4111.269378,31.8333321
4114.452905,31.0555592
4117.558651,30.2222214
4120.580596,29.3888893
4123.519665,28.6111126
4126.380514,27.7777767
4129.158461,27.0277786
4131.861404,26.3055573
4134.491719,25.7222233
4137.064098,25.3611126
4139.599977,25.0277786
4142.102908,24.6666679
4144.569725,24.3055553
4147.000058,23.6944466
4149.369648,22.3611107
4151.605554,21.1111107
4153.716794,20.416666
4155.758585,19.9444466
4157.752847,19.5277805
4159.705744,19.2500019
4161.630568,19.0833359
4163.539018,18.9444447
4165.433579,18.9722233
4167.330627,19.0833359
4169.239077,19.1250019
4171.151402,19.1666679
4173.068186,19.2500019
4174.993304,19.3611126
4176.929238,19.4722214
4178.876579,19.6388893
4180.840288,19.8611126
4182.82652,20.083334
4184.834976,20.333334
4186.868124,20.6111126
4188.929361,20.8888912
4191.018059,21.2222233
4193.140411,21.5
4195.290542,21.7222233
4197.462565,21.9444447
4199.657144,22.1388912
4201.87083,22.25
4204.095966,22.3888893
4206.334992,22.4722233
4208.582008,22.5555573
4210.837702,22.7777767
4213.115271,23.1388893
4215.429301,23.4444447
4217.773889,23.8055573
4220.154226,24.1944447
4222.573818,24.5555553
4225.029149,24.9722214
4227.526524,25.3611126
4230.06279,25.6944447
4232.631999,26
4235.232158,26.3611107
4237.868027,26.7500019
4240.543191,27.0555553
4243.248912,27.333334
4245.981995,27.5555573
4248.737719,27.7777767
4251.515242,27.9166679
4254.307079,28.1111126
4257.118362,28.2777786
4259.945881,28.4444466
4262.790499,28.7222233
4265.662459,29.0833359
4268.57097,29.4444447
4271.515594,29.8888893
4274.504209,30.3611145
4277.540506,30.7777786
4280.618002,31.25
4283.743193,31.6944447
4286.912831,32.1388931
4290.126426,32.5277786
4293.379403,32.8888893
4296.66799,33.3055573
4299.998749,33.5833321
4303.357288,33.8333321
4306.740311,34
4310.140519,34.1111145
4313.551318,34.1388893
4316.965415,34.1111107
4320.376734,34.0833359
4323.784756,34
4327.184963,33.9861107
4330.583263,33.9722214
4333.980693,34.0277786
4337.383678,34.1666679
4340.800032,34.3333359
4344.233576,34.5000038
4347.68326,34.7777786
4351.16125,35
4354.661464,35.2222252
4358.183364,35.4444427
4361.728024,35.5833359
4365.286032,35.75
4368.86125,35.7777786
4372.439247,35.7222252
4376.011142,35.5833359
4379.569693,35.4444427
4383.113813,35.0833359
4386.62236,34.7777786
4390.100351,34.4444466
4393.54448,34.0555534
4396.950243,33.6388893
4400.313824,33.1666679
4403.630693,32.6944466
4406.900337,32.1666679
4410.11671,31.6111107
4413.278014,31.1111107
4416.38884,30.5555553
4419.444582,30.0277786
4422.447543,29.5555573
4425.402828,29.1111126
4428.314117,28.7222233
4431.186077,28.3055553
4434.016805,28.083334
4436.82531,27.9166679
4439.616721,27.8055553
4442.397446,27.8333359
4445.180525,28.0000019
4447.980696,28.1666679
4450.797535,28.4166679
4453.638941,28.6944447
4456.508561,29.0277767
4459.411073,29.4444447
4462.355697,29.7777805
4465.333657,30.1388893
4468.34727,30.5000019
4471.397456,30.7777786
4474.474952,31.1111107
4477.586253,31.3888874
4480.725333,31.5555553
4483.8806,31.7222233
4487.053016,32.0277786
4490.255501,32.3611107
4493.491809,32.6944466
4496.761453,33.0833321
4500.069484,33.4444466
4503.414133,33.7777786
4506.791601,34.1111145
4510.202921,34.4444466
4513.647576,34.7222214
4517.11948,34.9722214
4520.616916,35.25
4524.141593,35.5555573
4527.697366,35.8333321
4531.280918,36.1388931
4534.894476,36.4444466
4538.539143,36.7222214
4542.211029,37.0277786
4545.914033,37.3055573
4549.644817,37.6111145
4553.405584,37.9166679
4557.197482,38.0833359
4561.005467,38.2777786
4564.833478,38.2222252
4568.655934,38.1666718
4572.472252,38.0000038
4576.272484,37.6666679
4580.038806,37.0555573
4583.744588,36.5000038
4587.394812,35.9166679
4590.98615,35.25
4594.511365,34.6388893
4597.974936,33.9444466
4601.369588,33.3611107
4604.705903,32.7777786
4607.983381,32.2222252
4611.2058,31.6944447
4614.374954,31.25
4617.500145,30.7777786
4620.578111,30.416666
4623.619499,30.0555573
4626.625238,29.6388893
4629.588856,29.2222252
4632.511257,28.8611126
4635.397544,28.5555553
4638.252838,28.2500019
4641.078011,27.8611126
4643.863867,27.4722233
4646.611257,27.0555553
4649.316978,26.6388893
4651.980623,26.25
4654.605783,25.8611107
4657.191657,25.4444447
4659.736257,25.0555573
4662.241966,24.75
4664.716739,24.4722214
4667.164111,24.1388893
4669.577779,23.7777767
4671.955701,23.4722233
4674.303067,23.2222214
4676.625076,23.0000019
4678.925217,22.7777767
4681.202786,22.7222233
4683.475147,22.5
4685.725285,22.1944447
4687.944526,21.8888912
4690.133549,21.583334
4692.291685,21.083334
4694.400147,20.7500019
4696.475274,20.416666
4698.516753,20.083334
4700.525209,19.833334
4702.508361,19.6666679
4704.475148,19.4166679
4706.416933,19.1388893
4708.330647,18.8055573
4710.211317,18.5277786
4712.063926,18.2222233
4713.886259,17.916666
4715.678035,17.6111126
4717.438985,17.333334
4719.172424,17
4720.872269,16.6944447
4722.541815,16.3333321
4724.175248,15.9444456
4725.769546,15.499999
4727.319641,15.0277786
4728.822281,14.5277786
4730.275148,14.000001
4731.675233,13.4444447
4733.019555,12.8888893
4734.308522,12.3888893
4735.547298,11.916667
4736.739037,11.500001
4737.889108,11.166667
4739.005672,10.916666
4740.097405,10.6388893
4741.161197,10.4444456
4742.205705,10.2777777
4743.233546,10.166667
4744.250119,10.083333
4745.258514,10.166667
4746.275088,10.3611107
4747.311262,10.5555553
4748.366882,10.8055563
4749.447504,11.083334
4750.555567,11.3055553
4751.686191,11.5277777
4752.839039,11.7222223
4754.011333,11.916667
4755.203072,12.083334
4756.411111,12.3611107
4757.647297,12.6111116
4758.908485,13
4760.208565,13.5555553
4761.564203,14.1944447
4762.983301,14.7777786
4764.461169,15.416667
4766.00293,16
4767.603028,16.583334
4769.261462,17.1388893
4770.974933,17.6388893
4772.738929,17.916666
4774.530705,18.4166679
4776.372484,18.9722233
4778.269823,19.5277805
4780.222124,20.2222233
4782.24447,21.1388874
4784.358487,21.916666
4786.550288,22.7222233
4788.822649,23.583334
4791.180406,24.2222233
4793.602776,24.75
4796.077928,25.2777786
4798.60586,25.7777786
4801.183795,26.25
4803.808154,26.7500019
4806.483318,27.1111107
4809.194594,27.583334
4811.953096,28.0555553
4814.758823,28.5277805
4817.610904,28.9722233
4820.508303,29.4444447
4823.452928,29.8888893
4826.441999,30.3055534
4829.472739,30.6944466
4832.541434,31.083334
4835.649958,31.5
4838.80015,31.75
4841.975344,31.9166679
4845.167205,32
4848.366424,31.9444447
4851.561063,31.6388912
4854.725146,31.4166679
4857.867004,31.083334
4860.975527,30.6944466
4864.044223,30.3611145
4867.08052,30.0000019
4870.080703,29.6666698
4873.047551,29.3333321
4875.981063,29
4878.880355,28.6111126
4881.741641,28.1944447
4884.561258,27.8055553
4887.341983,27.3611107
4890.078261,26.9722214
4892.774825,26.6944447
4895.444432,26.3888893
4898.083482,26.1944447
4900.703087,26.1388893
4903.317135,26.1111107
4905.927609,26.0277786
4908.530545,26.1111107
4911.141816,26.0972233
4913.751697,26.083334
4916.36019,26.0694447
4918.966498,26.0555573
4921.572213,26.0277786
4924.17515,26
4926.775308,25.9444447
4929.369911,25.8888912
4931.958168,25.8611107
4934.544437,25.75
4937.119594,25.7777786
4939.69753,25.8611107
4942.283798,26.0277786
4944.885941,26.1944447
4947.505545,26.416666
4950.147373,26.6388893
4952.811424,26.9166679
4955.503256,27.25
4958.22759,27.583334
4960.986092,27.9166679
4963.777929,28.3055553
4966.608658,28.6666679
4969.475499,29.0277767
4972.377568,29.4444447
4975.322193,29.9444447
4978.31682,30.3888893
4981.355894,30.8055553
4984.436638,31.1944466
4987.555321,31.5555553
4990.711069,31.8611126
4993.897375,32.2222252
4997.119794,32.6111107
5000.381104,32.9722252
5003.677522,33.3333321
5007.011058,33.75
5010.386264,34.1388893
5013.800362,34.5555534
5017.256128,35
5020.755273,35.3055573
5024.286045,35.7222252
5027.858485,35.8888893
5031.447593,35.9444466
5035.042257,35.9166679
5038.633047,35.8888893
5042.222155,35.5833359
5045.780706,35.4444427
5049.325367,35.25
5052.850582,35.0555573
5056.355282,35.0277786
5059.858273,35.0833359
5063.366821,35.1666679
5066.883703,35.3055573
5070.414474,35.5
5073.963607,35.6944427
5077.533269,35.9444466
5081.127933,36.1944427
5084.747599,36.4444466
5088.392266,36.7222214
5092.063591,36.9722252
5095.76104,37.2222214
5099.483489,37.4722252
5103.23094,37.6944427
5107.000615,37.9166679
5110.791356,38.0833359
5114.599922,38.2777786
5118.427933,38.3333359
5122.261501,38.3611145
5126.097847,38.3055573
5129.927467,38.1944427
5133.747145,38.0555534
5137.552932,37.6944427
5141.322607,37.1111145
5145.033945,36.4166679
5148.674722,35.8888893
5152.26383,35.2222252
5155.786268,34.6111107
5159.24759,34.0555534
5162.653353,33.4444466
5165.996982,32.7222252
5169.269404,32.0833321
5172.477933,31.3611107
5175.614235,30.5000019
5178.664422,29.6111088
5181.62481,28.8055553
5184.505541,27.9166679
5187.297378,27.2222233
5190.019767,26.666666
5192.686596,26.1666698
5195.302624,25.7222233
5197.875004,25.333334
5200.408492,24.9166679
5202.90031,24.6111107
5205.361572,24.3611126
5207.797088,24.0277786
5210.200013,23.5555573
5212.555712,23.3055553
5214.88641,23.1111126
5217.197663,22.9722233
5219.494324,22.8888893
5221.783353,23.083334
5224.091827,23.1388893
5226.405857,23.2222214
5228.728221,23.333334
5231.060985,23.4166679
5233.402794,23.4722233
5235.75016,23.5
5238.100303,23.5138893
5240.451836,23.5277805
5242.804039,23.4861126
5245.152794,23.4444447
5247.497382,23.4722233
5249.844747,23.5
5252.194891,23.5555573
5254.549871,23.7222233
5256.922239,24
5259.322385,24.1388893
5261.736421,24.2500019
5264.16157,24.3888893
5266.599863,24.4166679
5269.041679,24.3055553
5271.472383,24.3611126
5273.908643,24.3888893
5276.347681,24.4444447
5278.791528,24.6666679
5281.258346,25.0277786
5283.761276,25.3611126
5286.297542,25.75
5288.872699,26.1388893
5291.48595,26.3888893
5294.125,26.6388893
5296.789052,26.8888893
5299.478105,27.1111107
5302.189381,27.333334
5304.922047,27.6111107
5307.683327,27.9166679
5310.475164,28.2222214
5313.297559,28.5277805
5316.150511,28.8055553
5319.030363,28.9722233
5321.927762,29.1111126
5324.839051,29.1388893
5327.753118,29.0833359
5330.661629,28.9444447
5333.555367,28.75
5336.430542,28.3611126
5339.266827,28.0555553
5342.072554,27.7500019
5344.847723,27.3888893
5347.585943,27.0000019
5350.286108,26.6111126
5352.947382,26.1666698
5355.564209,25.6944447
5358.13381,25.25
5360.658194,24.75
5363.133345,24.1666679
5365.550159,23.6666679
5367.91697,23.2222214
5370.239334,22.8055553
5372.519333,22.3611107
5374.755581,21.916666
5376.947381,21.583334
5379.105846,21.2777786
5381.233754,21
5383.333241,20.8888912
5385.422258,20.8055553
5387.50294,20.8888912
5389.591957,21.083334
5391.700419,21.3888893
5393.838786,21.666666
5396.005585,22.1666679
5398.222387,22.5555573
5400.47808,22.9444447
5402.772665,23.333334
5405.105428,23.5555573
5407.461128,23.75
5409.836273,23.8611126
5412.22253,23.8472233
5414.607398,23.833334
5416.990149,23.7500019
5419.365294,23.6666679
5421.732106,23.6388893
5424.096139,23.6527786
5426.461561,23.6666679
5428.82765,23.833334
5431.211129,24.1111126
5433.622388,24.3611126
5436.058648,24.6666679
5438.525465,25.0277786
5441.027632,25.333334
5443.56112,25.666666
5446.127943,26.0277786
5448.73088,26.3888893
5451.36993,26.7500019
5454.044277,27.1111107
5456.755553,27.6388893
5459.519611,27.9444427
5462.314226,28.1944447
5465.133842,28.3888893
5467.972038,28.3611126
5470.808323,28.1944447
5473.627939,27.9722233
5476.425332,27.583334
5479.183834,27.083334
5481.891506,26.5833359
5484.550002,25.9722233
5487.147383,25.3611126
5489.683649,24.6944447
5492.153244,24
5494.552658,23.3611107
5496.888912,22.6944447
5499.158495,22.0555573
5501.364185,21.4444466
5503.508761,20.8611107
5505.594363,20.333334
5507.62782,19.8055553
5509.608497,19.3888893
5511.547504,19.0555553
5513.453176,18.7777767
5515.330495,18.6944447
5517.200054,18.75
5519.075168,18.9166679
5520.96695,19.1944427
5522.886512,19.6111107
5524.847144,20.0277767
5526.850044,20.6666679
5528.916837,21.1944447
5531.036411,21.7777786
5533.214321,22.3611107
5535.449887,22.7500019
5537.725026,23.1944447
5540.044612,23.4444447
5542.389199,23.583334
5544.747677,23.6388893
5547.110988,23.583334
5549.469466,23.333334
5551.802942,23.1111126
5554.114194,22.7777767
5556.392111,22.3888893
5558.630453,22.1944447
5560.850033,21.916666
5563.041833,21.8055573
5565.222522,21.7777786
5567.400433,21.8333321
5569.583233,21.75
5571.758366,21.791666
5573.937665,21.8333321
5576.121132,21.8888912
5578.310155,22.0000019
5580.509618,22.25
5582.734753,22.6388893
5584.998781,22.9722233
5587.296143,23.4166679
5589.637953,23.9444466
5592.031813,24.2777786
5594.459739,24.583334
5596.918223,24.8611126
5599.404486,25.083334
5601.912972,25.2777786
5604.440133,25.5
5606.990288,25.666666
5609.557112,25.8888912
5612.146159,26.083334
5614.754651,26.2777767
5617.381788,26.4722233
5620.029172,26.7222233
5622.701557,26.8611126
5625.387832,26.9166679
5628.079663,26.9722214
5630.776227,26.9166679
5633.468058,26.7500019
5636.143222,26.5833359
5638.801718,26.416666
5641.443545,26.1944447
5644.06235,26.083334
5646.670843,25.9444447
5649.265446,25.833334
5651.848937,25.7777786
5654.426872,25.75
5657.001243,25.7638893
5659.57779,25.7777786
5662.155725,25.8611107
5664.741994,25.9444447
5667.336597,26.0277786
5669.938739,26.1388893
5672.552787,26.3888893
5675.191837,26.5277786
5677.844777,26.666666
5680.511607,26.8055553
5683.191508,26.9722214
5685.888894,27.083334
5688.597393,27.1944447
5691.317004,27.3055573
5694.047726,27.3888893
5696.785946,27.333334
5699.519446,27.1388893
5702.233501,26.9166679
5704.925332,26.5833359
5707.583828,26.1944447
5710.202633,25.9166679
5712.794458,25.5555573
5715.35017,25.3055553
5717.88088,25.1388874
5720.394922,25.0277786
5722.897089,25.0138874
5725.39863,25
5727.898783,25.0277786
5730.401713,25.0555573
5732.907422,25.1388874
5735.420697,25.7222233
5737.993076,26.4722233
5740.64046,26.9444447
5743.335069,27.3055573
5746.065791,27.6944466
5748.83456,27.8333359
5751.618064,27.8611126
5754.404345,27.8055553
5757.18507,27.6944466
5759.954684,27.4722233
5762.701235,27.1944447
5765.420846,26.7222233
5768.093231,26.2222233
5770.715614,25.5833321
5773.274103,24.8888874
5775.762384,24.3055553
5778.193088,23.6388893
5780.557121,23.0000019
5782.857262,22.4166679
5785.099065,21.8333321
5787.281865,21.2222233
5789.404217,20.6111126
5791.465454,20.0277767
5793.468354,19.4444447
5795.412917,18.833334
5797.295791,18.3333321
5799.129236,17.833334
5800.912678,17.3611107
5802.648895,16.9444447
5804.343443,16.5555573
5805.998595,16.1111126
5807.609804,15.75
5809.184901,15.333333
5810.718327,14.916667
5812.210085,14.5
5813.659731,14.083334
5815.068151,13.6944447
5816.437679,13.333333
5817.771093,12.9444456
5819.065617,12.6388893
5820.329197,12.4444437
5821.573718,12.3888893
5822.812682,12.3611107
5824.048869,12.416667
5825.290611,12.5555563
5826.54586,12.5
5827.795937,12.6111116
5829.057125,12.4444437
5830.301645,12.1111116
5831.51283,11.6944447
5832.681989,11.4166679
5833.823726,11.166667
5834.94046,11.0277786
5836.043306,10.9444456
5837.137817,10.9722223
5838.234771,11.1944447
5839.354284,11.500001
5840.504354,11.8888884
5841.693316,12.4444437
5842.937836,13.0555553
5844.243073,13.666667
5845.609823,14.333334
5847.043244,14.9722223
5848.540558,15.5555553
5850.096208,16.1388893
5851.709703,16.75
5853.384805,17.3888893
5855.1238,18
5856.92391,18.6111107
5858.785135,19.1944427
5860.70411,19.8055553
5862.684787,20.4722233
5864.732134,21.083334
5866.840596,21.6111126
5869.001839,22.1388912
5871.215188,22.6388893
5873.479215,23.0277786
5875.782134,23.5277805
5878.135055,24
5880.535202,24.5000019
5882.984604,25
5885.484757,25.5833321
5888.043246,26.1388893
5890.657294,26.6388893
5893.321346,27.1111107
5896.031795,27.583334
5898.790297,27.9722233
5901.58769,28.3888893
5904.426752,28.8333359
5907.310262,29.2777767
5910.237325,29.6944447
5913.206951,30.1111126
5916.218246,30.5000019
5919.268432,30.916666
5922.360287,31.333334
5925.492856,31.5277786
5928.645826,31.75
5931.82102,31.7777786
5934.998992,31.6388912
5938.163074,31.4166679
5941.303974,31.1944466
5944.423609,30.7500019
5947.498797,30.3611145
5950.535094,29.9444447
5953.529721,29.5277767
5956.481778,29.1666679
5959.398623,28.75
5962.273798,28.4722214
5965.121194,28.2777786
5967.949144,28.083334
5970.756792,28.0000019
5973.556963,28.083334
5976.365468,28.1111126
5979.176751,28.1944447
5981.996368,28.333334
5984.829009,28.3611126
5987.665294,28.4444466
5990.509912,28.4305553
5993.353141,28.4166679
5996.194981,28.3888893
5999.033177,28.3055553
6001.863905,28.1388893
6004.677966,28.0277786
6007.480915,27.8611126
6010.267196,27.6944466
6013.035965,27.583334
6015.794467,27.5
6018.544634,27.3888893
6021.283691,27.25
6024.008857,27.1111107
6026.719306,26.8611126
6029.405581,26.5833359
6032.064077,26.25
6034.689237,25.8611107
6037.275506,25.416666
6039.816552,25.166666
6042.333373,24.833334
6044.816858,24.6944447
6047.286453,24.75
6049.761604,24.8888874
6052.249885,24.9722214
6054.747259,25.25
6057.272414,25.416666
6059.814235,25.5277786
6062.367169,25.666666
6064.933209,25.833334
6067.5167,25.75
6070.091857,25.9722233
6072.689238,26.3611107
6075.32551,26.8333321
6078.008188,27.25
6080.733354,27.7500019
6083.508524,28.2222214
6086.330918,28.6944447
6089.200538,29.1944447
6092.11927,29.6944447
6095.088895,30.1944466
6098.108524,30.6944466
6101.178156,31.1944466
6104.297792,31.6944447
6107.466462,32.1388931
6110.680548,32.5555573
6113.936302,32.9444466
6117.230948,33.3055573
6120.561707,33.6388893
6123.924775,33.9444466
6127.319427,34.3333359
6130.75297,34.5555534
6134.208736,34.7222214
6137.68117,34.8611107
6141.16643,34.8055534
6144.647198,34.6111107
6148.10852,34.4166679
6151.550397,34.0833359
6154.958939,33.6666679
6158.324784,33.4166679
6161.666654,33.0555573
6164.972412,32.8333359
6168.255946,32.6666641
6171.522812,32.5555573
6174.777573,32.5277786
6178.030549,32.5833359
6181.289082,32.6666641
6184.555947,32.8611145
6187.842259,33.0833321
6191.149785,33.3055573
6194.480544,33.6666679
6197.847416,33.9722214
6201.244846,34.2777786
6204.672833,34.5833359
6208.130322,34.8611107
6211.616646,35.0833359
6215.125194,35.3611107
6218.661521,35.5833359
6222.220071,35.8333321
6225.80253,36.1388931
6229.41664,36.4444466
6233.061307,36.75
6236.736531,37.0833321
6240.445091,37.4722252
6244.191398,37.7777786
6247.969407,38.0833359
6251.777973,38.3611145
6255.614318,38.6111107
6259.475665,38.8611145
6263.360828,39.0833321
6267.269399,39.2777786
6271.197417,39.4722252
6275.144881,39.6666679
6279.11179,39.8333359
6283.094151,40.0277786
6287.097173,40.1944466
6291.116863,40.3888931
6295.155999,40.5555573
6299.211802,40.7222252
6303.283031,40.8888893
6307.372169,41
6311.472419,41.1944466
6315.592115,41.3888893
6319.731257,41.5833359
6323.888576,41.7500038
6328.063831,41.9166718
6332.255754,42.1111145
6336.467123,42.2777748
6340.695158,42.4722252
6344.941344,42.6666679
6349.208271,42.8333321
6353.491866,43
6357.792128,43.1944427
6362.111836,43.4166679
6366.452443,43.6111145
6370.81382,43.8055534
6375.194643,44.0000038
6379.594912,44.2222214
6384.017404,44.4166679
6388.457986,44.6388893
6392.922148,44.8888893
6397.411311,45.0833359
6401.91992,45.2777786
6406.447974,45.4722214
6410.994086,45.6388893
6415.558253,45.8055573
6420.139089,45.9444466
6424.733814,46.0555573
6429.339651,46.1666679
6433.95519,46.2777786
6438.583251,46.4166679
6443.225201,46.5277786
6447.878263,46.5833321
6452.53688,46.6388931
6457.199631,46.6111107
6461.861026,46.5555573
6466.516866,46.3888893
6471.156038,46.1111107
6475.767431,45.7777786
6480.344091,45.4444466
6484.888813,45
6489.389088,44.5277786
6493.842137,44.0000038
6498.242406,43.4444466
6502.58579,42.8611107
6506.872163,42.1944466
6511.091865,41.5277786
6515.244896,40.8611145
6519.331257,40.1388893
6523.344166,39.2222214
6527.266628,38.0555534
6531.072415,37.0277786
6534.775419,35.8888893
6538.364527,34.6944466
6541.833125,33.6666679
6545.199997,32.5833359
6548.45853,31.5833359
6551.617056,30.7222233
6554.689466,29.9444447
6557.683179,29.1111126
6560.594468,28.333334
6563.427975,27.5277767
6566.18092,26.7500019
6568.856084,26
6571.455449,25.25
6573.980603,24.5277786
6576.433531,23.8055573
6578.814232,23.1111126
6581.125484,22.4444447
6583.369381,21.75
6585.544514,21.1388874
6587.658531,20.4444447
6589.703101,19.6944466
6591.672665,18.9166679
6593.56387,18.2500019
6595.388982,17.5
6597.139089,16.8611107
6598.825303,16.25
6600.450402,15.6944437
6602.019463,15.166667
6603.536222,14.8055544
6605.016868,14.3888884
6606.455845,13.9722214
6607.853152,13.583334
6609.211154,13.1388884
6610.525123,12.7777786
6611.802979,12.333334
6613.036388,11.8888884
6614.225349,11.4166679
6615.366737,11.083334
6616.475138,10.8611116
6617.561316,10.6944447
6618.630825,10.6111116
6619.692001,10.625
6620.754242,10.6388893
6621.818196,10.75
6622.893261,10.8611116
6623.979439,11.0277786
6625.082284,11.1944447
6626.201455,11.4166679
6627.343192,11.6388893
6628.507152,11.8611116
6629.693335,12.1111116
6630.90452,12.3611107
6632.14033,12.4722233
6633.387628,12.5555563
6634.64326,12.5
6635.893337,12.4444437
6637.137857,12.3055553
6638.368112,12.250001
6639.593187,12.1388893
6640.80715,12.1944447
6642.026669,12.333334
6643.260078,12.5555563
6644.515327,12.916667
6645.807072,13.6111116
6647.168267,14.2222233
6648.590576,14.8333349
6650.074,15.4444456
6651.618067,16.1944447
6653.237611,16.9444447
6654.932159,17.7222214
6656.704489,18.4999981
6658.554602,19.2777786
6660.481909,20
6662.482031,20.6944447
6664.551602,21.3888893
6666.690621,22.0555573
6668.896311,22.7222233
6671.167979,23.3888893
6673.507011,24.0555553
6675.912713,24.6666679
6678.37953,25.3055553
6680.91024,25.9166679
6683.501275,26.4722233
6686.148658,27.0000019
6688.848824,27.5
6691.598991,27.9722233
6694.396384,28.4166679
6697.237358,28.7777767
6700.115311,29.1111126
6703.0266,29.3333321
6705.960112,29.5000019
6708.910292,29.6111088
6711.87068,29.5555573
6714.826416,29.4166679
6717.768263,29.1666679
6720.685108,28.8055553
6723.565839,28.3055553
6726.395704,27.8055553
6729.176429,27.1111107
6731.887705,26.4722233
6734.535089,25.8055573
6737.115802,25.083334
6739.623523,24.4444447
6742.068117,23.7222233
6744.440484,23.083334
6746.748959,22.4444447
6748.99354,21.8333321
6751.17634,21.25
6753.30147,20.7222214
6755.373818,20.1944466
6757.393386,19.6944466
6759.362951,19.2222233
6761.284704,18.75
6763.159819,18.3333321
6764.993264,17.9444447
6766.787818,17.6111126
6768.549037,17.2777767
6770.276392,17
6771.976496,16.8611107
6773.66271,16.6388893
6775.326701,16.4722233
6776.974024,16.3333321
6778.606958,16.1111126
6780.218168,15.8611116
6781.804376,15.666667
6783.371138,15.499999
6784.921232,15.3888893
6786.459746,15.458333
6788.005673,15.5277796
6789.558546,15.6944437
6791.128086,15.8611116
6792.714294,16.0277786
6794.316681,16.2777786
6795.944558,16.583334
6797.602993,16.916666
6799.294762,17.3055553
6801.025424,17.6944466
6802.794436,18.1111126
6804.605658,18.5555573
6806.461327,18.9444447
6808.355887,19.2500019
6810.281005,19.5000019
6812.230529,19.75
6814.20565,19.8888893
6816.19466,20.1388893
6818.208672,20.3888893
6820.247685,20.6388893
6822.31107,21.0277786
6824.413977,21.5
6826.564108,22.0000019
6828.764242,22.5833359
6831.022714,23.2500019
6833.347146,23.7777767
6835.725069,24.2500019
6838.150217,24.7777786
6840.628146,25.333334
6843.161635,25.8888912
6845.749892,26.416666
6848.391719,26.9166679
6851.083551,27.4444447
6853.828163,27.9444427
6856.622777,28.4722214
6859.469304,28.9444447
6862.363926,29.3888893
6865.302994,29.8055573
6868.283732,30.2222214
6871.306138,30.6388893
6874.369279,30.9999981
6877.469468,31.3055592
